LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
2895,NA,Mongolian (Peripheral),"Southern-Eastern Mongolian, Inner Mongolian","Mongolian (Peripheral), Southern-Eastern Mongolian, Inner Mongolian",NA,NA,NA,NA,Mongolic,Mongolian,"Mongolic, Mongolian",105,47,Inner Asia,N-C Asia
2896,agj,Argobba,Argobba,"Argobba, Argobba",NA,Ethiopean,Southern (West Semitic),West Semitic,Semitic,NA,Semitic,39.48,9.32,Greater Abyssinia,Africa
2897,asb,Assiniboine,"Assiniboine, Assiniboin","Assiniboine, Assiniboine, Assiniboin",NA,NA,NA,NA,Siouan,NA,Siouan,-106.3,52.07,Basin and Plains,E N America
2898,fra,French (Cajun),NA,French (Cajun),NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,-91.8,30.27,Europe,W and SW Eurasia
2900,ave,Avestan,"Pazend, Avesta","Avestan, Pazend, Avesta",NA,Northeast Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,61,41,Inner Asia,N-C Asia
2901,yba,Yala,"Yala, Iyala","Yala, Yala, Iyala",NA,NA,NA,Idomoid,Benue-Congo,NA,Benue-Congo,8.48,6.4,African Savannah,Africa
2902,thk,Tharaka,"Kitharaka, Saraka, Sharoka< Meru","Tharaka, Kitharaka, Saraka, Sharoka< Meru",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,37.2,-0.32,S Africa,Africa
2903,dee,Dewoin,"De, Dey, Dei, Dewoi","Dewoin, De, Dey, Dei, Dewoi",NA,NA,NA,Aizi,Kru,NA,Kru,-10.46,6.19,African Savannah,Africa
2904,duf,Dumbea,"Ndumbea, Naa Dubea, Nraa Drubea, Dubea, Drubea","Dumbea, Ndumbea, Naa Dubea, Nraa Drubea, Dubea, Drubea",Southern Melanesian,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,165.25,21.18,Oceania,NG and Oceania
2906,tam,Irula,Irula,"Irula, Irula",NA,NA,South Dravidian I,South Dravidian,Dravidian,NA,Dravidian,78,11,Indic,S/SE Asia
2909,saz,Saurashtra,"Saurashtri, Sourashtra, Sowrashtra, Patnuli","Saurashtra, Saurashtri, Sourashtra, Sowrashtra, Patnuli",NA,Southwestern Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,78.69,10.8,Indic,S/SE Asia
2910,bun,Sherbro,"Sherbro, Amampa, Mampa, Mampwa, Shiba, Southern Bullom","Sherbro, Sherbro, Amampa, Mampa, Mampwa, Shiba, Southern Bullom",NA,NA,NA,NA,South Atlantic,NA,South Atlantic,-12.93,7.9,African Savannah,Africa
2911,url,Urali,"Urali, Oorazhi, Uraly, Urli","Urali, Urali, Oorazhi, Uraly, Urli",NA,NA,South Dravidian I,South Dravidian,Dravidian,NA,Dravidian,76.95,9.86,Indic,S/SE Asia
2912,syc,Syriac,"Ancient Syriac, Classical Syriac, Lishana Atiga, Suryaya, Suryoyo","Syriac, Ancient Syriac, Classical Syriac, Lishana Atiga, Suryaya, Suryoyo",Aramaic,Aramaic,Central (West Semitic),West Semitic,Semitic,NA,Semitic,38.79,37.16,Greater Mesopotamia,W and SW Eurasia
2913,nbm,Ngbaka Ma'bo,"Bouaka, Bwaka, Gbaka, Ma’bo, Mbacca, Mbaka, Nbwaka, Ngbaka Limba","Ngbaka Ma'bo, Bouaka, Bwaka, Gbaka, Ma’bo, Mbacca, Mbaka, Nbwaka, Ngbaka Limba",NA,NA,NA,NA,Adamawa-Ubangi,NA,Adamawa-Ubangi,18.16,0.04,S Africa,Africa
2914,reg,Kara (Tanzania),"Kara, Regi","Kara (Tanzania), Kara, Regi",NA,NA,NA,NA,Kara,NA,Kara,33.1,-2.03,S Africa,Africa
2916,wbl,Wakhi (Hunza),Wakhi,"Wakhi (Hunza), Wakhi",NA,Southeast Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,74.6,36.3,Indic,S/SE Asia
2917,djl,Djiwarli,NA,Djiwarli,NA,NA,Ngayardic,Southwestern Pama-Nyungan,Pama-Nyungan,NA,Pama-Nyungan,116.83,-24.31,S Australia,Australia
2918,kiu,Kirmanjki,"Zaza, Northern Zaza, Zazaki, Alevica, Dimilki, Dersimki, So-Bê, Zonê Ma","Kirmanjki, Zaza, Northern Zaza, Zazaki, Alevica, Dimilki, Dersimki, So-Bê, Zonê Ma",NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,39.55,39.11,Greater Mesopotamia,W and SW Eurasia
2919,diq,Dimili,"Dimili, Zazaki, Southern Zaza, Zaza","Dimili, Dimili, Zazaki, Southern Zaza, Zaza",NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,39.21,38.68,Greater Mesopotamia,W and SW Eurasia
2920,ynd,Yandruwandha,NA,Yandruwandha,NA,NA,NA,Karnic,Pama-Nyungan,NA,Pama-Nyungan,140.35,-28.18,S Australia,Australia
2922,NA,Tarom,NA,Tarom,NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,48.48,36.66,Greater Mesopotamia,W and SW Eurasia
2923,xkj,Kajali,"Kajali, Kajal","Kajali, Kajali, Kajal",NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,45.35,38.51,Greater Mesopotamia,W and SW Eurasia
2924,shm,Shahrudi,"Shahrudi, Shahrud","Shahrudi, Shahrudi, Shahrud",NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,48.61,37.33,Greater Mesopotamia,W and SW Eurasia
2925,NA,Chali,"Tati (Southern),Chali","Chali, Tati (Southern),Chali",NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,49.8,35.7,Greater Mesopotamia,W and SW Eurasia
2926,tks,Takestani,Tati (Southern),"Takestani, Tati (Southern)",NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,48.48,36.67,Greater Mesopotamia,W and SW Eurasia
2927,esh,Eshtehardi,NA,Eshtehardi,NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,50.36,35.7,Greater Mesopotamia,W and SW Eurasia
2928,dbl,Giramay (Dyirbal),"Giramay, Girramay","Giramay (Dyirbal), Giramay, Girramay",NA,NA,NA,Dyirbalic,Pama-Nyungan,NA,Pama-Nyungan,144,-17,N Australia,Australia
2929,tly,Talysh (Northern),NA,Talysh (Northern),NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,48.85,38.75,Greater Mesopotamia,W and SW Eurasia
2930,xub,Betta Kurumba,"Betta Kurumba Nonstandard Tamil, Kadu Kurumba, Urali Kurumba","Betta Kurumba, Betta Kurumba Nonstandard Tamil, Kadu Kurumba, Urali Kurumba",NA,NA,South Dravidian I,South Dravidian,Dravidian,NA,Dravidian,76.42,11.24,Indic,S/SE Asia
2932,doa,Dom,Dom,"Dom, Dom",NA,NA,NA,Chimbu,Chimbu-Wahgi,NA,Chimbu-Wahgi,145.1,-6.43,Interior New Guinea,NG and Oceania
2934,ngh,N|uu,"Nhuki, |Nuu","N|uu, Nhuki, |Nuu",NA,NA,NA,NA,!Ui-Taa,NA,!Ui-Taa,20.65,-26.93,S Africa,Africa
2935,atr,Waimiri Atroari,"Atroaí, Atroahí, Atroarí, Atrowari, Atroahy, Ki'nya, Waimiri","Waimiri Atroari, Atroaí, Atroahí, Atroarí, Atrowari, Atroahy, Ki'nya, Waimiri",NA,NA,NA,NA,Cariban,Carib,"Cariban, Carib",-61.36,0.34,NE South America,S America
2936,phl,Palula,"Palula, Palola, Phalulo, Dangarik, Biyori, Phalula","Palula, Palula, Palola, Phalulo, Dangarik, Biyori, Phalula",NA,Dardic (Northwestern Indo-Aryan),Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,71.53,35.28,Indic,S/SE Asia
2939,var,River Warihío,"River Warihío, Lowland Huarijío, Lowland Warihío, Lowland Guarijío, River Guarijío","River Warihío, River Warihío, Lowland Huarijío, Lowland Warihío, Lowland Guarijío, River Guarijío",NA,NA,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-108.56,27.1,Mesoamerica,C America
2940,nht,Nahuatl (Ometepec),Nahuatl (Ometepec) Ometepec Aztec,"Nahuatl (Ometepec), Nahuatl (Ometepec) Ometepec Aztec",NA,NA,Aztecan,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-99.3,17.33,Mesoamerica,C America
2941,poq,Popoluca (Texistepec),Popoluca (Texistepec),"Popoluca (Texistepec), Popoluca (Texistepec)",NA,NA,NA,NA,Mixe-Zoque,NA,Mixe-Zoque,-94.54,17.56,Mesoamerica,C America
2943,mlw,Moloko,"Molokwo, Mokyo, Molkoa, Molkwo, Molko, Melokwo","Moloko, Molokwo, Mokyo, Molkoa, Molkwo, Molko, Melokwo",NA,NA,NA,Biu-Mandara (Central Chadic),Chadic,NA,Chadic,14.2,10.34,African Savannah,Africa
2944,rah,Rabha,"Rabha, Rava","Rabha, Rabha, Rava",NA,NA,"Bodo-Koch (Barish, Bodo-Garo)",Brahmaputran (Sal),Sino-Tibetan,NA,Sino-Tibetan,90.7,26.3,Indic,S/SE Asia
2946,bph,Botlikh,Botlikh,"Botlikh, Botlikh",NA,Andic,Avar-Andic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.22,42.66,Greater Mesopotamia,W and SW Eurasia
2947,dar,Dargi (Chirag),Chirag; Chirag Dargi,"Dargi (Chirag), Chirag; Chirag Dargi",NA,NA,Dargic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",47.43,41.84,Greater Mesopotamia,W and SW Eurasia
2948,dar,Dargi (Mehweb),"Meheb, Megeb, Mehwela; Megeb Dargi","Dargi (Mehweb), Meheb, Megeb, Mehwela; Megeb Dargi",NA,NA,Dargic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",47.05,42.25,Greater Mesopotamia,W and SW Eurasia
2949,dar,Dargi (Icari),"Ic'ari, Icari Dargi","Dargi (Icari), Ic'ari, Icari Dargi",NA,NA,Dargic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",47.57,41.98,Greater Mesopotamia,W and SW Eurasia
2950,dar,Dargi (Urakhi),"Urakhi, Uraxi; Urakhi Dargi, Uraxi Dargi","Dargi (Urakhi), Urakhi, Uraxi; Urakhi Dargi, Uraxi Dargi",NA,NA,Dargic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",47.58,42.33,Greater Mesopotamia,W and SW Eurasia
2951,kpj,Karajá,"Xambioá, Chamboa, Ynã","Karajá, Xambioá, Chamboa, Ynã",NA,NA,NA,Karajá,Macro-Ge,NA,Macro-Ge,-50,-11,NE South America,S America
2954,eto,Eton,"Iton, Ìtón","Eton, Iton, Ìtón",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,11.2,4.26,African Savannah,Africa
2955,ttu,Torau,Rorovana,"Torau, Rorovana",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,155.63,-6.21,Oceania,NG and Oceania
2956,suz,Kõic,"Sunwari, Sunuwar, Sunbar, Sunwari, Sonowar, Sonowal, Mukhiya, Kwoico Lo, Khoits Lo, Kõits","Kõic, Sunwari, Sunuwar, Sunbar, Sunwari, Sonowar, Sonowal, Mukhiya, Kwoico Lo, Khoits Lo, Kõits",NA,Northwestern Kiranti,Western Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,86.3,27.5,Indic,S/SE Asia
2958,kee,Keresan (Laguna),NA,Keresan (Laguna),NA,NA,NA,NA,Keresan,Keres,"Keresan, Keres",-106.67,35.42,Basin and Plains,E N America
2959,puy,Puyuma,"Pyuma, Pilam, Pelam, Piyuma, Puyuma, Panapanayan, Kadas, Tipun","Puyuma, Pyuma, Pilam, Pelam, Piyuma, Puyuma, Panapanayan, Kadas, Tipun",NA,NA,NA,Puyuma,Austronesian,NA,Austronesian,121.13,22.75,Southeast Asia,S/SE Asia
2960,ava,Avar (Chadakolob),Avar: Antsukh dialect (Chadakolob),"Avar (Chadakolob), Avar: Antsukh dialect (Chadakolob)",NA,Avar,Avar-Andic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.32,42.19,Greater Mesopotamia,W and SW Eurasia
2962,akv,Akhvakh (Northern),Akhvakh northern dialect,"Akhvakh (Northern), Akhvakh northern dialect",NA,Andic,Avar-Andic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.35,42.52,Greater Mesopotamia,W and SW Eurasia
2967,dar,Dargi (Kaitag),"Kaitag Dargi; Xajdak, Khaidak, Khaydaq'","Dargi (Kaitag), Kaitag Dargi; Xajdak, Khaidak, Khaydaq'",NA,NA,Dargic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",47.85,42.11,Greater Mesopotamia,W and SW Eurasia
2969,shi,Shilha,NA,Shilha,Berber,NA,NA,NA,Berber,NA,Berber,-5,31,N Africa,Africa
2970,sxr,Saaroa,"Saaroa, La’alua, La’arua, Pachien, Paichien, Rarua, Saarua, Saroa, Shishaban, Sisyaban","Saaroa, Saaroa, La’alua, La’arua, Pachien, Paichien, Rarua, Saarua, Saroa, Shishaban, Sisyaban",NA,NA,NA,Tsouic,Austronesian,NA,Austronesian,120.77,23.17,Southeast Asia,S/SE Asia
2971,lzz,Laz (Ardesen),Laz (Ardesen),"Laz (Ardesen), Laz (Ardesen)",NA,NA,Zan,Georgian-Zan,Kartvelian,South Caucasian,"Kartvelian, South Caucasian",40.98,41.18,Greater Mesopotamia,W and SW Eurasia
2972,ktb,Kambaata,"Kambatta, Kambata, Kembata, Kemata, Kambara, Donga","Kambaata, Kambatta, Kambata, Kembata, Kemata, Kambara, Donga",NA,NA,NA,Eastern Cushitic,Cushitic,NA,Cushitic,37.88,7.23,Greater Abyssinia,Africa
2973,lgq,Logba,NA,Logba,NA,NA,NA,Potou-Tano,Kwa,NA,Kwa,4.7,6.58,African Savannah,Africa
2974,hna,Mina,"Mina, Besleri, Hina","Mina, Mina, Besleri, Hina",NA,NA,Daba (a.k.a. Family A7),Biu-Mandara (Central Chadic),Chadic,NA,Chadic,13.856,10.369,African Savannah,Africa
2975,kyo,Klon,"Kelong, Kalong, Kolon, Kelon","Klon, Kelong, Kalong, Kolon, Kelon",NA,NA,Alor,Alor-Pantar,Timor-Alor-Pantar,West Timor-Alor-Pantar,"Timor-Alor-Pantar, West Timor-Alor-Pantar",124.1,-8.26,Oceania,NG and Oceania
2977,nco,Sibe,"Nagovisi, Sibbe, Sibe-Nagovisi","Sibe, Nagovisi, Sibbe, Sibe-Nagovisi",NA,NA,NA,Southern Tungusic,Tungusic,NA,Tungusic,155.68,-6.75,Inner Asia,N-C Asia
2979,tdh,Thulung (Ribdung),NA,Thulung (Ribdung),NA,NA,Midwestern Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,86.65,27.44,Indic,S/SE Asia
2980,kkt,Koyi,"Koyi, Koi, Koyu, Kohi, Koyi, Koi Bo'o, Koyu Bo'","Koyi, Koyi, Koi, Koyu, Kohi, Koyi, Koi Bo'o, Koyu Bo'",NA,NA,Midwestern Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,86.8,27.4,Indic,S/SE Asia
2982,bch,Bariai,Kabana,"Bariai, Kabana",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,150.15,-5.55,N Coast New Guinea,NG and Oceania
2983,yal,Jalonke,"Djallonke, Dyalonke, Dialonke, Yalunke","Jalonke, Djallonke, Dyalonke, Dialonke, Yalunke",NA,NA,NA,West Mande,Mande,NA,Mande,-10.73,10.03,African Savannah,Africa
2985,abz,Abui,"Barue, ""Barawahing"", Namatalaki","Abui, Barue, ""Barawahing"", Namatalaki",NA,NA,Alor,Alor-Pantar,Timor-Alor-Pantar,West Timor-Alor-Pantar,"Timor-Alor-Pantar, West Timor-Alor-Pantar",150.77,-6.12,N Coast New Guinea,NG and Oceania
2986,NA,Dogon (Tommo So),"Tommo So, Tombo So","Dogon (Tommo So), Tommo So, Tombo So",NA,NA,NA,NA,Dogon,NA,Dogon,-3.33,14.5,African Savannah,Africa
2987,djm,Dogon (Jamsay),"Dogon (Jamsay Tegu), Jamsay, Dyamsay. Domno, Gono, Bama, Guru","Dogon (Jamsay), Dogon (Jamsay Tegu), Jamsay, Dyamsay. Domno, Gono, Bama, Guru",NA,NA,NA,NA,Dogon,NA,Dogon,-3.61,14.35,African Savannah,Africa
2989,mtd,Mualang,NA,Mualang,NA,NA,NA,Malayo-Polynesian,Austronesian,NA,Austronesian,111,0.5,Southeast Asia,S/SE Asia
2990,ssg,Seimat,Ninigo,"Seimat, Ninigo",NA,Admiralty,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,144.3,-1.5,Oceania,NG and Oceania
2992,twe,Teiwa,"Tewa (Indonesia), Deing, Madar, Lebang, Teiwa","Teiwa, Tewa (Indonesia), Deing, Madar, Lebang, Teiwa",NA,NA,NA,Alor-Pantar,Timor-Alor-Pantar,West Timor-Alor-Pantar,"Timor-Alor-Pantar, West Timor-Alor-Pantar",124.22,-8.28,Oceania,NG and Oceania
2993,bcr,Witsuwit'en,"Witsuwit'en Babine, Babine, North Carrier","Witsuwit'en, Witsuwit'en Babine, Babine, North Carrier",NA,NA,NA,Athabaskan,Na-Dene,NA,Na-Dene,-126,55,Alaska-Oregon,W N America
2994,hue,Huave (San Francisco del Mar),Huave (San Francisco del Mar),"Huave (San Francisco del Mar), Huave (San Francisco del Mar)",NA,NA,NA,NA,Huave,NA,Huave,-94.63,16.23,Mesoamerica,C America
2995,NA,Sasak (Puyung meno-mené),NA,Sasak (Puyung meno-mené),NA,Bali-Sasak,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,116.2,-8.42,Southeast Asia,S/SE Asia
2996,ybh,Yakkha,NA,Yakkha,Greater Yakkha,Eastern Kiranti,Central-Eastern Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,87.38,27.21,Indic,S/SE Asia
2997,rey,Reyesano,"Reyesano, San Borjano, Maropa","Reyesano, Reyesano, San Borjano, Maropa",NA,NA,NA,Tacanan,Pano-Tacanan,NA,Pano-Tacanan,-66.44,-14.51,NE South America,S America
2998,jee,Jero,"Jerung, Jero Mala, Jerum, Jerunge, Jherung, Zero, Zero Mala, Zerum","Jero, Jerung, Jero Mala, Jerum, Jerunge, Jherung, Zero, Zero Mala, Zerum",NA,Chaurasiya,Western Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,86.44,27.32,Indic,S/SE Asia
2999,tdh,Old Thulung (Mukli),Thulung Rai,"Old Thulung (Mukli), Thulung Rai",NA,NA,Midwestern Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,86.67,27.43,Indic,S/SE Asia
306,aat,Arvanitika,"Arberichte, Arvanitic, Arvanitika","Arvanitika, Arberichte, Arvanitic, Arvanitika",NA,NA,NA,Albanian,Indo-European,NA,Indo-European,24.94,37.84,Europe,W and SW Eurasia
3001,jut,Jutish,"Jutish, Jutlandish, Jysk, Western Danish","Jutish, Jutish, Jutlandish, Jysk, Western Danish",NA,NA,North Germanic,Germanic,Indo-European,NA,Indo-European,8.86,54.94,Europe,W and SW Eurasia
3002,paq,Parya,"Afghana-Yi Nasfurush, Afghana-Yi Siyarui, Laghmani, Pbharya","Parya, Afghana-Yi Nasfurush, Afghana-Yi Siyarui, Laghmani, Pbharya",NA,NA,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,69.27,38.38,Indic,S/SE Asia
3003,cos,Corsican,"Corsican, Corse, Corsi, Corso, Corsu","Corsican, Corsican, Corse, Corsi, Corso, Corsu",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,8.76,41.92,Europe,W and SW Eurasia
3004,enb,Markweeta,"Endo, Endo-Marakwet, Marakuet, Sambirir","Markweeta, Endo, Endo-Marakwet, Marakuet, Sambirir",NA,NA,NA,Southern Nilotic,Nilotic,NA,Nilotic,35.51,0.95,S Africa,Africa
3005,enh,Enets (Tundra),"Yenisei Samoyed, Enets (Tundra), Madu, Somatu, Yenisei Samoyedic","Enets (Tundra), Yenisei Samoyed, Enets (Tundra), Madu, Somatu, Yenisei Samoyedic",NA,NA,Northern Samoyedic,Samoyedic,Uralic,NA,Uralic,83.56,71.7,Inner Asia,N-C Asia
3006,she,Sheko,NA,Sheko,NA,NA,NA,NA,Omotic,NA,Omotic,35.2,7,Greater Abyssinia,Africa
3007,bhj,Bahing,Bayung,"Bahing, Bayung",NA,Northwestern Kiranti,Western Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,86.4,27.3,Indic,S/SE Asia
3008,hsn,Xiang,NA,Xiang,NA,NA,Central Sinitic,Sinitic,Sino-Tibetan,NA,Sino-Tibetan,112.9,28.21,Southeast Asia,S/SE Asia
3009,tsb,Tsamai,"Ts'amakko, Tsamai, Bago S’aamakk-Ulo, Cule, Kuile, Kule, S’amai, Tamaha, Ts’amay, Tsamakko, Tsamako","Tsamai, Ts'amakko, Tsamai, Bago S’aamakk-Ulo, Cule, Kuile, Kule, S’amai, Tamaha, Ts’amay, Tsamakko, Tsamako",NA,NA,NA,Eastern Cushitic,Cushitic,NA,Cushitic,36.87,5.42,Greater Abyssinia,Africa
3010,lbr,Lohorung,"Lohorung, Lorung","Lohorung, Lohorung, Lorung",Upper Arun,Eastern Kiranti,Central-Eastern Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,87.2,27.4,Indic,S/SE Asia
3012,mla,Tamambo,"Tamambo, Tamabo, Malo","Tamambo, Tamambo, Tamabo, Malo",North Vanuatu Linkage,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,167.17,-15.67,Oceania,NG and Oceania
3013,yak,Yakima,"Yakima, Klikitat (dialect of)","Yakima, Yakima, Klikitat (dialect of)",NA,NA,NA,Klamath-Sahaptian,Plateau Penutian,Plateau,"Plateau Penutian, Plateau",-120,46.3,Basin and Plains,E N America
3014,zwa,Zay,"Zay, Gelilla, Lak’i, Laqi, Zway","Zay, Zay, Gelilla, Lak’i, Laqi, Zway",NA,Ethiopean,Southern (West Semitic),West Semitic,Semitic,NA,Semitic,38.49,8,Greater Abyssinia,Africa
3015,kcx,Kachama-Ganjule,"Kachama-Ganjule, Ganjule (Ganjawle), Ganta, Kachama, Harro, Haro","Kachama-Ganjule, Kachama-Ganjule, Ganjule (Ganjawle), Ganta, Kachama, Harro, Haro",NA,NA,NA,NA,Omotic,NA,Omotic,37.53,6.26,Greater Abyssinia,Africa
3017,nnh,Ngiemboon,"Bamileke-Ngiemboon, Bamileke-Ngyemboon, Nguemba, Ngyemboon
Dialects: Batcham, Balessing, Bangang, Bamougong, Balatchi, Batang.","Ngiemboon, Bamileke-Ngiemboon, Bamileke-Ngyemboon, Nguemba, Ngyemboon
Dialects: Batcham, Balessing, Bangang, Bamougong, Balatchi, Batang.",NA,NA,Grassfields Bantu,Bantoid,Benue-Congo,NA,Benue-Congo,10.15,5.38,African Savannah,Africa
3018,alw,Alaba-K’abeena,"Alaba-K’abeena, Alaba, Allaaba, Halaba, Alaaba","Alaba-K’abeena, Alaba-K’abeena, Alaba, Allaaba, Halaba, Alaaba",NA,NA,NA,Eastern Cushitic,Cushitic,NA,Cushitic,38.07,7.18,Greater Abyssinia,Africa
3019,stv,Silt’e,"Silt’e, East Gurage, Selti, Silte, Silti","Silt’e, Silt’e, East Gurage, Selti, Silte, Silti",NA,Ethiopean,Southern (West Semitic),West Semitic,Semitic,NA,Semitic,39.16,8.33,Greater Abyssinia,Africa
3020,ghl,Gulfan,"Gulfan, Wunci, Wuncimbe, , Ghulfan, Uncunwe","Gulfan, Gulfan, Wunci, Wuncimbe, , Ghulfan, Uncunwe",NA,NA,NA,NA,Nubian,NA,Nubian,29.65,12.04,African Savannah,Africa
3021,kdu,Kadaru,"Kadaru, Kadaro, Kadero, Kaderu, Kodhin, Kodhinniai, Kodoro","Kadaru, Kadaru, Kadaro, Kadero, Kaderu, Kodhin, Kodhinniai, Kodoro",NA,NA,NA,NA,Nubian,NA,Nubian,30,12.1,African Savannah,Africa
3022,czn,Chatino (Zenzontepec),"Northern Chatino, Chatino (Zenzontepec)","Chatino (Zenzontepec), Northern Chatino, Chatino (Zenzontepec)",NA,NA,NA,Zapotecan,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-97.49,16.53,Mesoamerica,C America
3023,wgw,Wagawaga,"Wagawaga, Waga-Waga, Baeaula, Gamadoudou, Gibara, Kilakilana, Nuclear Wagawaga","Wagawaga, Wagawaga, Waga-Waga, Baeaula, Gamadoudou, Gibara, Kilakilana, Nuclear Wagawaga",Papuan Tip,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,150.5,-10.3,S New Guinea,NG and Oceania
3024,cat,Catalan (Balearic),"Balearic Catalan, Balear, Insular Catalan, Mallorqui, Menorqui, Eivissenc","Catalan (Balearic), Balearic Catalan, Balear, Insular Catalan, Mallorqui, Menorqui, Eivissenc",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,2.39,39.34,Europe,W and SW Eurasia
3026,bqj,Bandial,"Bandial, Banjaal, Eegima, Eegimaa","Bandial, Bandial, Banjaal, Eegima, Eegimaa",NA,NA,NA,NA,North Atlantic,NA,North Atlantic,-16.21,12.39,African Savannah,Africa
3027,blp,Blablanga,"Blablanga, Blanga, Gema, Goi","Blablanga, Blablanga, Blanga, Gema, Goi",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,159.35,-8.08,Oceania,NG and Oceania
3028,otl,Otomi (Tilapa),Otomi (Tilapa),"Otomi (Tilapa), Otomi (Tilapa)",NA,NA,NA,Otomian,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-99.41,19.18,Mesoamerica,C America
3030,bit,Berinomo,"Berinomo, Berinmo, Bitara, Kagiru","Berinomo, Berinomo, Berinmo, Bitara, Kagiru",NA,NA,NA,Sepik Hill,Sepik,NA,Sepik,142.42,-4.33,N Coast New Guinea,NG and Oceania
3031,buy,Bullom So,"Bolom, Bulem, Bullin, Bullun, Mandenyi, Mandingi, Mmani, Northern Bullom, Mani, Bullom So, Kafu","Bullom So, Bolom, Bulem, Bullin, Bullun, Mandenyi, Mandingi, Mmani, Northern Bullom, Mani, Bullom So, Kafu",NA,NA,NA,NA,South Atlantic,NA,South Atlantic,-13.23,8.66,African Savannah,Africa
3032,aot,Atong,"Atong, A'tong","Atong, Atong, A'tong",NA,NA,"Bodo-Koch (Barish, Bodo-Garo)",Brahmaputran (Sal),Sino-Tibetan,NA,Sino-Tibetan,907,25.32,Indic,S/SE Asia
